Price,Close,High,Low,Open,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Datetime,,,,,
2025-09-14 21:20:00+00:00,115935.5703125,115935.5703125,115921.265625,115921.265625,0
2025-09-14 21:25:00+00:00,115952.0390625,115953.453125,115946.359375,115952.25,19073024
2025-09-14 21:30:00+00:00,115936.0234375,115943.8203125,115923.6484375,115943.8203125,916525056
2025-09-14 21:35:00+00:00,116041.8828125,116047.6015625,115934.1484375,115934.1484375,0
2025-09-14 21:40:00+00:00,116083.234375,116083.234375,116055.3046875,116055.3046875,0
2025-09-14 21:45:00+00:00,116125.625,116125.625,116095.1953125,116095.1953125,902373376
2025-09-14 21:50:00+00:00,115955.7578125,116061.671875,115955.7578125,116048.65625,77279232
2025-09-14 21:55:00+00:00,116003.96875,116013.5859375,115956.140625,115956.4453125,63545344
2025-09-14 22:00:00+00:00,116041.6328125,116110.6640625,116041.6328125,116085.46875,19073024
2025-09-14 22:05:00+00:00,116021.90625,116046.6953125,116007.4375,116046.6953125,3692544
2025-09-14 22:10:00+00:00,115965.8984375,115995.7109375,115963.03125,115995.7109375,0
2025-09-14 22:15:00+00:00,115931.140625,115962.4140625,115931.140625,115962.4140625,892710912
2025-09-14 22:20:00+00:00,115892.421875,115929.8203125,115892.421875,115929.8203125,0
2025-09-14 22:25:00+00:00,115922.4609375,115922.4609375,115891.1953125,115891.1953125,0
2025-09-14 22:30:00+00:00,115927.1640625,115931.3984375,115926.1328125,115926.1328125,858267648
2025-09-14 22:35:00+00:00,115912.375,115926.2734375,115912.375,115926.2734375,33703936
2025-09-14 22:40:00+00:00,116087.0,116096.0625,115910.9140625,115910.9140625,0
2025-09-14 22:45:00+00:00,116087.078125,116089.5859375,116078.96875,116089.5859375,67586048
2025-09-14 22:50:00+00:00,116032.5390625,116093.2421875,116027.6875,116093.2421875,913719296
2025-09-14 22:55:00+00:00,116065.3203125,116065.3203125,116023.7734375,116038.6640625,121133056
2025-09-14 23:00:00+00:00,116018.984375,116053.8046875,116018.984375,116053.8046875,0
2025-09-14 23:05:00+00:00,115917.609375,115991.7734375,115917.609375,115991.7734375,522786816
2025-09-14 23:10:00+00:00,115631.359375,115831.546875,115631.359375,115831.546875,0
2025-09-14 23:15:00+00:00,115603.03125,115655.2890625,115603.03125,115629.6015625,0
2025-09-14 23:20:00+00:00,115461.7421875,115604.078125,115461.7421875,115604.078125,47927296
2025-09-14 23:25:00+00:00,115498.8359375,115500.2421875,115482.3984375,115485.859375,44408832
2025-09-14 23:30:00+00:00,115428.796875,115448.53125,115408.2578125,115448.53125,1470537728
2025-09-14 23:35:00+00:00,115319.0,115392.640625,115319.0,115373.203125,63934464
2025-09-14 23:40:00+00:00,115327.5703125,115338.1640625,115321.515625,115321.515625,0
2025-09-14 23:45:00+00:00,115222.3984375,115292.2890625,115222.3984375,115292.2890625,2376540160
2025-09-14 23:50:00+00:00,115328.2578125,115357.5546875,115265.6875,115265.6875,76453888
2025-09-14 23:55:00+00:00,115400.28125,115400.28125,115366.3828125,115366.3828125,0
2025-09-15 00:00:00+00:00,115246.28125,115377.84375,115229.8984375,115377.84375,19236864
2025-09-15 00:05:00+00:00,115138.03125,115252.8671875,115138.03125,115239.2734375,0
2025-09-15 00:10:00+00:00,115227.0703125,115244.7421875,115139.7734375,115139.7734375,1975853056
2025-09-15 00:15:00+00:00,115062.5234375,115196.140625,115044.34375,115196.140625,0
2025-09-15 00:20:00+00:00,115123.375,115123.375,115044.1328125,115055.7265625,2464800768
2025-09-15 00:25:00+00:00,115212.5078125,115218.2578125,115167.6875,115167.6875,0
2025-09-15 00:30:00+00:00,115202.953125,115251.8515625,115174.0,115251.8515625,459134976
2025-09-15 00:35:00+00:00,115131.46875,115208.2578125,115131.46875,115208.2578125,214829056
2025-09-15 00:40:00+00:00,115083.21875,115141.3125,115078.0703125,115141.3125,960903168
2025-09-15 00:45:00+00:00,115077.2890625,115106.9609375,115077.2890625,115079.625,0
2025-09-15 00:50:00+00:00,115130.09375,115157.8828125,115121.375,115157.8828125,1488896
2025-09-15 00:55:00+00:00,115079.078125,115079.59375,115073.796875,115079.59375,3395584
2025-09-15 01:00:00+00:00,115060.421875,115090.1484375,115057.4296875,115090.1484375,0
2025-09-15 01:05:00+00:00,114959.8203125,115077.0078125,114959.8203125,115077.0078125,12910592
2025-09-15 01:10:00+00:00,114939.3125,114969.8203125,114939.3125,114962.234375,0
2025-09-15 01:15:00+00:00,114942.34375,114942.34375,114914.4140625,114914.4140625,94824448
2025-09-15 01:20:00+00:00,114936.2265625,114965.8828125,114915.7109375,114964.25,56100864
2025-09-15 01:25:00+00:00,115139.8203125,115186.203125,115124.6953125,115179.96875,951914496
2025-09-15 01:30:00+00:00,115294.5,115327.71875,115203.3359375,115203.3359375,0
2025-09-15 01:35:00+00:00,115264.703125,115268.9609375,115256.28125,115256.28125,45637632
2025-09-15 01:40:00+00:00,115246.1015625,115298.8359375,115246.1015625,115298.8359375,67141632
2025-09-15 01:45:00+00:00,115240.3515625,115276.421875,115240.3515625,115247.09375,0
2025-09-15 01:50:00+00:00,115226.2734375,115260.5546875,115191.875,115260.5546875,0
2025-09-15 01:55:00+00:00,115210.203125,115283.65625,115210.203125,115222.984375,0
2025-09-15 02:00:00+00:00,115465.3515625,115465.3515625,115252.7578125,115252.7578125,52590592
2025-09-15 02:05:00+00:00,115439.5546875,115453.1796875,115422.2421875,115422.2421875,82382848
2025-09-15 02:10:00+00:00,115438.984375,115469.1875,115438.984375,115469.1875,892913664
2025-09-15 02:15:00+00:00,115435.828125,115468.84375,115417.6171875,115440.6875,0
2025-09-15 02:20:00+00:00,115413.109375,115464.546875,115410.765625,115458.0,127926272
2025-09-15 02:25:00+00:00,115415.65625,115425.2890625,115409.703125,115411.2890625,783525888
